year,mounth,day,EurUsd,AudUsd,CadUsd,EurChf,EurCny,GbpAud,GbpUsd,NzdUsd,UsdChf,UsdCny,UsdJpy,Gold,Brent
2010,2,5,1.36965,0.8658,0.9332,1.4651,9.35195,1.81215,1.56955,0.689,1.06905,6.8282,89.3,1131.45,79.305
2010,2,8,1.36585,0.86645,0.93295,1.4663,9.3242,1.7993,1.55955,0.68465,1.0743,6.82665,89.25,1134.75,80.44
2010,2,9,1.37205,0.87105,0.93335,1.4658,9.3646,1.79535,1.56445,0.68895,1.06925,6.8263,89.525,1122.65,81.135
2010,2,10,1.37595,0.8768,0.93915,1.4667,9.3946,1.78395,1.5649,0.6947,1.06615,6.82785,89.87,1103.75,81.755
2010,2,11,1.3707,0.8832,0.94635,1.4662,9.3631,1.771,1.56425,0.6964,1.0688,6.8325,89.815,1090.3,81.44
2010,2,12,1.3656,0.88885,0.95145,1.466,9.33095,1.7657,1.56955,0.69785,1.0759,6.8344,90.07,1097.9,81.25
2010,2,15,1.36065,0.8883,0.9522,1.46545,9.29675,1.76345,1.56685,0.69685,1.0768,6.8334,90.065,1094.7,79.925
2010,2,16,1.36825,0.8953,0.95555,1.46655,9.3494,1.75595,1.5722,0.7016,1.07185,6.8334,90.155,1092.7,78.4
2010,2,17,1.36855,0.90085,0.95705,1.46715,9.35025,1.7461,1.57295,0.7045,1.0718,6.8334,90.665,1085.7,78.185
2010,2,18,1.36115,0.90055,0.95795,1.46665,9.29945,1.73745,1.56485,0.69915,1.0826,6.8331,91.535,1084,77.73
2010,2,19,1.3572,0.89715,0.95905,1.46435,9.27145,1.72765,1.55065,0.6975,1.08155,6.82955,91.755,1092.65,77.005
2010,2,22,1.3617,0.9007,0.96105,1.46375,9.2968,1.7182,1.54795,0.7009,1.07525,6.82895,91.45,1112.1,77.43
2010,2,23,1.3549,0.89485,0.953,1.4634,9.24965,1.7253,1.54465,0.69815,1.079,6.82755,90.715,1113.6,76.91
2010,2,24,1.35205,0.89185,0.9475,1.46325,9.23035,1.72735,1.54145,0.69435,1.08185,6.82685,90.23,1086.2,75.32
2010,2,25,1.3546,0.8908,0.94615,1.4636,9.24655,1.7214,1.5338,0.6924,1.0811,6.82655,89.795,1060.25,73.615
2010,2,26,1.3587,0.8915,0.9465,1.46315,9.2748,1.71095,1.5258,0.6944,1.0774,6.82655,89.115,1066.6,73.075
2010,3,1,1.35925,0.89855,0.9538,1.46325,9.2777,1.6773,1.5075,0.6997,1.07635,6.8259,89.02,1070.05,73.49
2010,3,2,1.3581,0.90215,0.9625,1.4633,9.27065,1.65935,1.49745,0.6983,1.07695,6.8265,88.975,1076.9,72.72
2010,3,3,1.3658,0.9047,0.96775,1.4624,9.3225,1.6619,1.5039,0.6953,1.071,6.8262,88.695,1085.5,72.245
2010,3,4,1.36375,0.90295,0.96935,1.46245,9.3087,1.6681,1.50655,0.68985,1.0724,6.8263,88.895,1089.55,71.83
2010,3,5,1.36015,0.90385,0.9701,1.46275,9.28425,1.66885,1.50865,0.69115,1.07555,6.82635,89.74,1107.05,72.23
2010,3,8,1.3631,0.9085,0.97265,1.46335,9.3041,1.6615,1.51,0.6996,1.07355,6.8262,90.46,1117.95,74.83
2010,3,9,1.36155,0.9115,0.9736,1.46265,9.2944,1.6491,1.5034,0.7015,1.0742,6.82635,90.155,1111.25,75.86
2010,3,10,1.363,0.9142,0.9748,1.4618,9.3035,1.63905,1.49895,0.7018,1.07265,6.8261,90.255,1114.3,74.015
2010,3,11,1.36675,0.9151,0.9758,1.46115,9.3298,1.64095,1.5018,0.7001,1.06955,6.82695,90.59,1118,70.86
2010,3,12,1.37205,0.9152,0.97925,1.4588,9.3648,1.652,1.5124,0.7007,1.0631,6.82585,90.62,1109.55,70.235
2010,3,15,1.37265,0.91605,0.98245,1.4545,9.368,1.6492,1.51135,0.7032,1.06,6.8255,90.515,1101.35,70.88
2010,3,16,1.37245,0.91675,0.9839,1.45215,9.3674,1.65245,1.51495,0.70755,1.0586,6.8261,90.325,1104.2,72.215
2010,3,17,1.3754,0.92175,0.98865,1.4498,9.3879,1.65795,1.5288,0.71305,1.0548,6.826,90.37,1112.5,72.925
2010,3,18,1.36695,0.922,0.98775,1.44245,9.33035,1.6571,1.5282,0.71445,1.0559,6.82615,90.455,1118.55,73.405
2010,3,19,1.35705,0.9175,0.9844,1.43785,9.2626,1.64885,1.5128,0.7117,1.0595,6.826,90.515,1127.3,72.815
2010,3,22,1.35405,0.9162,0.9831,1.43435,9.24305,1.64185,1.5045,0.7069,1.05945,6.826,90.38,1138.2,74.15
2010,3,23,1.35315,0.91825,0.98325,1.43075,9.23655,1.64105,1.50745,0.7062,1.0574,6.82645,90.37,1133.65,76.01
2010,3,24,1.34045,0.9126,0.97925,1.4278,9.1502,1.6381,1.4954,0.7042,1.0646,6.8262,91.215,1133.05,76.815
2010,3,25,1.32975,0.9076,0.97585,1.4273,9.07715,1.63515,1.48425,0.7041,1.0719,6.82665,92.275,1129.1,77.59
2010,3,26,1.33465,0.90585,0.975,1.42665,9.11065,1.63975,1.4858,0.704,1.0685,6.8271,92.535,1122.6,78.525
2010,3,29,1.3483,0.911,0.9775,1.43015,9.20425,1.6426,1.49685,0.7066,1.06295,6.82635,92.415,1117.45,77.825
2010,3,30,1.3446,0.91775,0.98,1.43135,9.17805,1.63685,1.50265,0.7102,1.0636,6.8258,92.68,1107.75,77.72
2010,3,31,1.34635,0.9175,0.98275,1.42715,9.1898,1.6483,1.5128,0.7097,1.05875,6.8255,93.155,1109.45,77.015
2010,4,1,1.3546,0.919,0.98825,1.4279,9.247,1.6577,1.5238,0.7082,1.05325,6.82585,93.635,1104.65,77.02
2010,4,2,1.3544,0.9198,0.9903,1.4319,9.2444,1.65745,1.525,0.707,1.0576,6.8256,94.175,1118.35,77.29
2010,4,5,1.34885,0.9202,0.99515,1.43185,9.20615,1.66,1.52795,0.7053,1.06265,6.8253,94.405,1125.9,77.615
2010,4,6,1.3441,0.92445,0.99825,1.4321,9.1739,1.6529,1.52845,0.7048,1.0668,6.82545,93.96,1124.25,78.76
2010,4,7,1.3368,0.92735,0.99695,1.4323,9.12365,1.6438,1.52555,0.706,1.07235,6.82555,93.425,1115.8,78.93
2010,4,8,1.33485,0.928,0.9963,1.4329,9.10975,1.6433,1.52525,0.7072,1.07335,6.8245,93.315,1100.7,79.41
2010,4,9,1.34295,0.9308,0.99745,1.43585,9.16285,1.6463,1.53275,0.71205,1.06885,6.8237,93.3,1099.15,80.34
2010,4,12,1.3604,0.9313,0.99585,1.4399,9.2831,1.65455,1.54105,0.7158,1.0587,6.82435,93.15,1090.5,80.085
2010,4,13,1.35955,0.927,0.99805,1.4371,9.27895,1.6575,1.5371,0.7118,1.057,6.8259,93.225,1092.4,80.09
2010,4,14,1.3635,0.93175,0.99985,1.43565,9.30585,1.65485,1.5425,0.7128,1.05275,6.8254,93.275,1098.4,80.265
2010,4,15,1.36165,0.9352,0.99975,1.43465,9.29475,1.65575,1.5485,0.7142,1.05415,6.82575,93.115,1110.5,79.9
2010,4,16,1.35395,0.92945,0.9929,1.4332,9.24,1.6579,1.54125,0.71045,1.0592,6.8255,92.655,1107.1,78.49
2010,4,19,1.34815,0.923,0.98535,1.4331,9.2013,1.65885,1.53125,0.7091,1.06335,6.82545,92.215,1108.2,78.31
2010,4,20,1.3464,0.92875,0.9856,1.43465,9.19005,1.6525,1.5354,0.71,1.0661,6.8254,92.795,1119,81.44
2010,4,21,1.3412,0.9288,1.00115,1.4345,9.15545,1.657,1.53945,0.7102,1.0697,6.8262,93.06,1127.6,81.69
2010,4,22,1.3339,0.92705,1.0001,1.4328,9.1068,1.661,1.54005,0.70965,1.07675,6.826,93.27,1132.95,80.65
2010,4,23,1.3336,0.92715,1.0001,1.43425,9.10335,1.6589,1.5383,0.71315,1.0778,6.82715,93.75,1144.05,80.075
2010,4,26,1.33715,0.9261,1.00025,1.43515,9.1273,1.66435,1.5421,0.7196,1.0728,6.8264,94.035,1149.3,80.72
2010,4,27,1.32805,0.9212,0.9912,1.43345,9.06445,1.6663,1.53505,0.71735,1.0795,6.82575,93.54,1155.9,79.995
2010,4,28,1.3185,0.91975,0.9873,1.4335,8.99915,1.6548,1.52225,0.71445,1.0869,6.82515,93.6,1165.05,79.52
2010,4,29,1.32145,0.92625,0.99235,1.43325,9.0192,1.64775,1.5264,0.7203,1.08445,6.8252,93.985,1154.15,79.325
2010,4,30,1.32715,0.92645,0.9886,1.4331,9.0568,1.65185,1.53075,0.7254,1.08005,6.8255,93.91,1155.1,80.325
2010,5,3,1.3268,0.92455,0.98675,1.4331,9.05435,1.65245,1.5281,0.72945,1.08135,6.825,94.39,1158.6,81.3
2010,5,4,1.3087,0.9174,0.9829,1.43215,8.9315,1.6552,1.51875,0.72555,1.09475,6.82575,94.78,1147.95,81.92
2010,5,5,1.2891,0.9064,0.9727,1.43245,8.79825,1.66695,1.5114,0.7235,1.11085,6.82605,94.39,1134.55,83.225
2010,5,6,1.274,0.8957,0.96095,1.41955,8.6964,1.6669,1.49345,0.7203,1.11565,6.8262,92.62,1137.5,85.175
2010,5,7,1.26975,0.8876,0.9547,1.4097,8.6664,1.66445,1.4778,0.7144,1.1109,6.82585,91.48,1145.4,86.025
2010,5,10,1.28575,0.90145,0.9731,1.42105,8.77685,1.6468,1.48495,0.718,1.10765,6.82595,92.595,1143.15,85.78
2010,5,11,1.2723,0.89895,0.97775,1.4128,8.6863,1.65845,1.49125,0.71935,1.1112,6.8276,92.91,1146.3,85.08
2010,5,12,1.26305,0.8943,0.98095,1.40365,8.62445,1.6636,1.4879,0.71645,1.11035,6.82775,93,1156.8,85.005
2010,5,13,1.25805,0.8948,0.9806,1.4014,8.58825,1.6442,1.4717,0.71355,1.11365,6.8277,92.895,1157.25,84.82
2010,5,14,1.24435,0.88985,0.9723,1.40095,8.4942,1.63645,1.45665,0.70955,1.1256,6.8273,92.555,1168.75,84.69
2010,5,17,1.2373,0.88095,0.96775,1.4014,8.44635,1.6457,1.4502,0.7015,1.1329,6.82695,92.395,1167.6,85.415
2010,5,18,1.2289,0.8699,0.9655,1.4009,8.38965,1.654,1.43945,0.6919,1.1428,6.82715,92.2,1175.05,86.725
2010,5,19,1.2306,0.8546,0.9596,1.41425,8.4014,1.6819,1.4375,0.684,1.1528,6.8272,91.82,1180.65,86.735
2010,5,20,1.24485,0.83255,0.9471,1.43315,8.49785,1.7303,1.4406,0.6746,1.15075,6.82735,90.825,1174.8,84.985
2010,5,21,1.25205,0.8199,0.93895,1.44035,8.54665,1.75685,1.4408,0.6733,1.14935,6.8266,89.93,1171.05,84.655
2010,5,24,1.24495,0.828,0.9404,1.43785,8.49915,1.7439,1.44425,0.6732,1.1558,6.8279,90.145,1186.4,85.435
2010,5,25,1.23545,0.8267,0.93965,1.43035,8.4382,1.74335,1.44135,0.6701,1.15885,6.8295,90.22,1207.5,85.675
2010,5,26,1.22705,0.8248,0.9367,1.4204,8.38065,1.74585,1.4405,0.667,1.1582,6.82895,90.155,1201.2,86.375
2010,5,27,1.2263,0.83645,0.94375,1.41685,8.37375,1.7304,1.44775,0.674,1.15545,6.8293,90.485,1212.05,87.05
2010,5,28,1.23165,0.8493,0.951,1.4226,8.41205,1.70945,1.4524,0.6807,1.15555,6.8303,91.03,1236.65,86.305
2010,5,31,1.22895,0.84565,0.95385,1.421,8.39135,1.71235,1.44855,0.6786,1.15675,6.8287,91.2,1232.05,85.725
2010,6,1,1.2266,0.8396,0.9529,1.41765,8.37485,1.73735,1.459,0.6786,1.15535,6.8285,91.165,1231.8,86.57
2010,6,2,1.2229,0.8354,0.9551,1.4133,8.3499,1.75235,1.46425,0.6799,1.1549,6.83005,91.63,1230.5,87.265
2010,6,3,1.2202,0.84295,0.9624,1.41025,8.3327,1.73525,1.46305,0.6834,1.15485,6.8284,92.34,1214.2,88.19
2010,6,4,1.20705,0.83265,0.9513,1.3996,8.241,1.7461,1.4541,0.6776,1.15885,6.82815,92.24,1208.35,87.215
2010,6,7,1.19305,0.8155,0.94265,1.3883,8.14825,1.7711,1.4448,0.6636,1.1632,6.8302,91.595,1183.65,83.905
2010,6,8,1.1947,0.81855,0.9488,1.38305,8.1596,1.7674,1.4469,0.6621,1.1578,6.8297,91.455,1179.7,81.24
2010,6,9,1.1978,0.8275,0.9561,1.37825,8.1794,1.75185,1.45015,0.669,1.1506,6.82865,91.35,1187.9,79.07
2010,6,10,1.2045,0.8381,0.96375,1.3796,8.22585,1.74375,1.4619,0.67915,1.14535,6.8292,91.42,1196.7,79.51
2010,6,11,1.2111,0.84935,0.9692,1.38805,8.27245,1.72085,1.4622,0.6875,1.1463,6.83165,91.57,1213.3,80.355
2010,6,14,1.21715,0.85475,0.9666,1.39405,8.31655,1.71385,1.4653,0.6942,1.1432,6.83265,91.65,1211.8,80.7
2010,6,15,1.22685,0.86135,0.9712,1.396,8.38195,1.714,1.47695,0.6968,1.1378,6.83265,91.58,1211.3,80.645
2010,6,16,1.2315,0.8642,0.97545,1.39425,8.4141,1.70815,1.4765,0.6973,1.1322,6.83265,91.425,1220.9,78.455
2010,6,17,1.23395,0.865,0.97425,1.38415,8.42815,1.7075,1.47735,0.70015,1.1213,6.8309,91.105,1222.75,76.575
2010,6,18,1.23855,0.86965,0.97615,1.375,8.4549,1.70425,1.48215,0.70515,1.1101,6.8284,90.79,1216,75.1
2010,6,21,1.23735,0.8784,0.97855,1.3693,8.4267,1.6845,1.48015,0.7104,1.10735,6.81165,90.795,1211.9,73.87
2010,6,22,1.2295,0.8743,0.97385,1.36405,8.36545,1.6906,1.47855,0.7067,1.109,6.8047,90.71,1229.85,72.795
2010,6,23,1.22895,0.87235,0.9669,1.359,8.37145,1.7062,1.48875,0.7091,1.1067,6.81115,90.165,1242.75,71.255
2010,6,24,1.23255,0.87055,0.9604,1.36,8.3876,1.7166,1.49435,0.7106,1.1036,6.80455,89.77,1232.75,71.485
2010,6,25,1.23535,0.8707,0.96215,1.35555,8.39425,1.7219,1.49935,0.7108,1.098,6.79465,89.425,1226.8,70.235
2010,6,28,1.23255,0.873,0.96585,1.3441,8.37335,1.7268,1.50785,0.70965,1.089,6.79325,89.345,1224.2,71.145
2010,6,29,1.22295,0.85905,0.9565,1.3266,8.31145,1.7552,1.5079,0.6995,1.0849,6.79575,89.01,1226.75,72.9
2010,6,30,1.22105,0.8441,0.94365,1.31835,8.29035,1.77705,1.50035,0.68925,1.0804,6.7887,88.57,1227.9,74.36
2010,7,1,1.2377,0.84125,0.94225,1.3219,8.39225,1.7896,1.50605,0.6886,1.0698,6.78085,88.11,1230.65,74.335
2010,7,2,1.254,0.84385,0.9427,1.33115,8.49865,1.7989,1.5185,0.69,1.0619,6.77615,87.745,1240.7,73.765
2010,7,5,1.25485,0.84075,0.94065,1.33575,8.49935,1.80355,1.5169,0.68555,1.06525,6.7727,87.66,1252.45,73.035
2010,7,6,1.2581,0.8462,0.9447,1.33605,8.52805,1.7891,1.5144,0.6899,1.063,6.7772,87.585,1248.55,74.955
2010,7,7,1.26315,0.85825,0.95175,1.3334,8.56225,1.767,1.5168,0.699,1.0552,6.77815,87.73,1239.7,73.67
2010,7,8,1.26635,0.8707,0.9566,1.3306,8.58195,1.7418,1.51685,0.7061,1.0499,6.7763,88.16,1237.15,71.835
2010,7,9,1.26675,0.87715,0.9633,1.3342,8.58115,1.7224,1.51135,0.7098,1.05355,6.7746,88.555,1240.95,71.905
2010,7,12,1.26145,0.87645,0.9667,1.33445,8.54175,1.71545,1.5038,0.7104,1.05915,6.7713,88.92,1251.25,73.385
2010,7,13,1.2659,0.88005,0.96775,1.33845,8.57145,1.7155,1.5102,0.7154,1.05815,6.77145,88.795,1246.35,74.605
2010,7,14,1.2732,0.88365,0.96965,1.3416,8.6215,1.72225,1.52225,0.7199,1.05405,6.77215,88.565,1240.7,74.865
2010,7,15,1.284,0.8837,0.9662,1.34345,8.6981,1.73805,1.5361,0.7221,1.04755,6.77615,87.865,1244.85,74.855
2010,7,16,1.29315,0.876,0.95435,1.35275,8.76175,1.7536,1.53665,0.7167,1.0465,6.77595,87,1224,75.655
2010,7,19,1.29165,0.8672,0.947,1.3585,8.75305,1.75875,1.52565,0.705,1.05155,6.7757,86.645,1204.4,77.665
2010,7,20,1.2917,0.8759,0.95345,1.3606,8.75465,1.7406,1.5247,0.71215,1.05235,6.77775,87.085,1201.05,78.39
2010,7,21,1.2819,0.88005,0.95595,1.34765,8.68775,1.7286,1.52195,0.71505,1.05055,6.77705,87.13,1192.2,78.34
2010,7,22,1.2822,0.88505,0.95865,1.3419,8.68985,1.71885,1.52165,0.71895,1.04625,6.77775,87.035,1199.55,78.655
2010,7,23,1.2897,0.8942,0.96445,1.3524,8.74305,1.71565,1.53445,0.72675,1.04765,6.7792,87.34,1204.4,78.4
2010,7,26,1.29475,0.89935,0.9663,1.3612,8.7779,1.7175,1.54525,0.72975,1.05125,6.779,87.29,1205.1,77.13
2010,7,27,1.29925,0.90185,0.96755,1.3699,8.8064,1.7225,1.55385,0.7324,1.05495,6.7784,87.365,1209.25,76.25
2010,7,28,1.29975,0.8958,0.96445,1.3753,8.8096,1.7403,1.5593,0.72675,1.0582,6.77775,87.645,1209.4,77.27
2010,7,29,1.30345,0.89555,0.9643,1.36685,8.833,1.7418,1.56,0.7221,1.04885,6.77655,87.06,1210.8,77.865
2010,7,30,1.30645,0.9025,0.96825,1.3603,8.8502,1.7338,1.565,0.7248,1.04065,6.7749,86.61,1194.45,76.595
2010,8,2,1.3122,0.9095,0.9745,1.36395,8.888,1.7378,1.581,0.7307,1.0413,6.774,86.525,1181.95,74.955
2010,8,3,1.32045,0.91285,0.97715,1.3718,8.9429,1.74375,1.59195,0.7337,1.03965,6.77365,86.205,1187.35,73.495
2010,8,4,1.31945,0.91515,0.97945,1.3805,8.9368,1.73905,1.59195,0.7315,1.04685,6.7725,86.105,1191.15,71.7
2010,8,5,1.31725,0.916,0.98295,1.38265,8.91995,1.7347,1.5891,0.7288,1.05025,6.7715,86.07,1194.95,71.515
2010,8,6,1.3235,0.9166,0.97835,1.37975,8.9583,1.73615,1.59175,0.73105,1.0424,6.76955,85.66,1190.85,71.46
2010,8,9,1.32635,0.91745,0.9737,1.3829,8.9755,1.7374,1.5945,0.7298,1.0435,6.76765,85.64,1187.8,72.56
2010,8,10,1.32,0.915,0.97165,1.3843,8.93655,1.735,1.5879,0.72535,1.0489,6.7692,85.625,1168.35,74.455
2010,8,11,1.30045,0.9046,0.96275,1.37145,8.8085,1.7392,1.5736,0.7173,1.05435,6.773,85.225,1159.8,75.25
2010,8,12,1.2835,0.8951,0.9572,1.3544,8.70015,1.74315,1.5605,0.71245,1.0544,6.77915,85.65,1166.1,74.78
2010,8,13,1.2791,0.89415,0.9594,1.3434,8.68495,1.7428,1.55865,0.709,1.05065,6.7913,86.195,1174.95,75.57
2010,8,16,1.27935,0.8954,0.9592,1.3348,8.6971,1.74435,1.56215,0.7051,1.0457,6.79945,85.575,1182.6,76.865
2010,8,17,1.28525,0.901,0.96355,1.33835,8.73645,1.7334,1.5621,0.70845,1.04195,6.79705,85.4,1184.5,76.215
2010,8,18,1.2869,0.9019,0.9701,1.34145,8.7389,1.72825,1.55885,0.71195,1.0441,6.7916,85.54,1190,75.875
2010,8,19,1.2838,0.89545,0.96675,1.33135,8.71715,1.74135,1.55975,0.7088,1.03785,6.7898,85.33,1195.75,75.375
2010,8,20,1.27645,0.8927,0.9581,1.3185,8.66675,1.74295,1.55645,0.70625,1.0331,6.7903,85.4,1199.4,76.01
2010,8,23,1.2681,0.88875,0.9518,1.3159,8.6162,1.7468,1.5528,0.70545,1.0384,6.7945,85.32,1203.25,75.85
2010,8,24,1.26375,0.8864,0.94675,1.3098,8.5914,1.74265,1.545,0.704,1.03655,6.7976,84.635,1198.35,76.63
2010,8,25,1.26445,0.883,0.9431,1.30285,8.5945,1.7479,1.54375,0.70205,1.0306,6.79785,84.49,1200.15,77.555
2010,8,26,1.269,0.8855,0.9447,1.3029,8.6283,1.75015,1.5503,0.70185,1.027,6.79845,84.55,1207.65,77.475
2010,8,27,1.27405,0.8923,0.94855,1.307,8.6611,1.7394,1.5523,0.7066,1.0261,6.7984,84.785,1213.85,76.79
2010,8,30,1.2715,0.8967,0.94815,1.30555,8.64645,1.72825,1.55005,0.7074,1.02695,6.79975,85.105,1221.25,75.96
2010,8,31,1.26755,0.89115,0.94165,1.293,8.62525,1.7281,1.54065,0.7011,1.0205,6.80505,84.37,1227,76.785
2010,9,1,1.2749,0.90165,0.94585,1.2939,8.68035,1.7081,1.5405,0.7047,1.0162,6.8093,84.32,1227.85,77.8
2010,9,2,1.28125,0.91075,0.9508,1.2995,8.724,1.6932,1.54245,0.71185,1.0151,6.80795,84.44,1231.7,79.465
2010,9,3,1.28625,0.9137,0.9563,1.30495,8.7509,1.6871,1.54205,0.7172,1.015,6.8035,84.355,1229.85,81.865
2010,9,6,1.2881,0.9165,0.964,1.3063,8.75135,1.6816,1.54175,0.7207,1.01335,6.7944,84.315,1227.9,82.36
2010,9,7,1.2778,0.9137,0.9601,1.29255,8.67505,1.68255,1.53775,0.72045,1.01025,6.78935,83.96,1227.4,81.905
2010,9,8,1.27045,0.9148,0.9599,1.2846,8.6285,1.6851,1.5416,0.72035,1.0112,6.79145,83.875,1235.1,80.885
2010,9,9,1.27075,0.9208,0.96585,1.2875,8.6265,1.67745,1.5451,0.72295,1.01335,6.7883,83.96,1238.15,80.74
2010,9,10,1.26895,0.9248,0.9659,1.2906,8.59715,1.66375,1.5392,0.72655,1.0178,6.77585,84.05,1235.85,80.3
2010,9,13,1.2794,0.93275,0.97025,1.29645,8.6538,1.64945,1.5393,0.7304,1.01365,6.76405,83.93,1237.1,78.565
2010,9,14,1.2937,0.93735,0.9731,1.29565,8.734,1.6513,1.5482,0.7317,1.0023,6.75225,83.345,1242.7,76.31
2010,9,15,1.2999,0.93885,0.97395,1.2993,8.76165,1.65875,1.5578,0.73085,0.9993,6.74275,84.345,1249.3,75.395
2010,9,16,1.3044,0.9372,0.9748,1.31615,8.7797,1.6667,1.5624,0.7263,1.00905,6.73275,85.71,1249.3,74.985
2010,9,17,1.30645,0.9363,0.97105,1.32285,8.78295,1.6684,1.5625,0.72485,1.0129,6.72485,85.835,1243.7,76.12
2010,9,20,1.30595,0.9429,0.97035,1.3157,8.7735,1.65455,1.5606,0.7276,1.0076,6.7187,85.735,1256.7,76.62
2010,9,21,1.3157,0.94995,0.9728,1.31665,8.828,1.6396,1.558,0.7323,1.00035,6.7099,85.355,1257.9,75.8
2010,9,22,1.33265,0.95505,0.97285,1.3216,8.936,1.6367,1.5637,0.734,0.9916,6.7045,84.79,1251.4,74.78
2010,9,23,1.3353,0.95195,0.9693,1.3168,8.95255,1.645,1.56615,0.7301,0.9869,6.7052,84.58,1241.75,74.04
2010,9,24,1.3403,0.9537,0.9715,1.31905,8.9856,1.6512,1.57525,0.731,0.98505,6.7045,84.39,1243.85,72.845
2010,9,27,1.34695,0.96045,0.97405,1.32575,9.01985,1.6472,1.58265,0.73425,0.9848,6.69795,84.3,1261.75,72.905
2010,9,28,1.35135,0.9638,0.9707,1.32535,9.04225,1.6395,1.5805,0.7357,0.9811,6.6922,84.105,1267.55,74.375
2010,9,29,1.3604,0.96785,0.96955,1.32835,9.0994,1.63145,1.57955,0.7375,0.9766,6.68895,83.855,1270.3,75.73
2010,9,30,1.36295,0.96745,0.97015,1.33525,9.11625,1.628,1.57525,0.7358,0.9794,6.68895,83.64,1275.7,76.625
2010,10,1,1.3712,0.9688,0.97585,1.3413,9.1727,1.6269,1.57645,0.7399,0.97795,6.69,83.36,1280.5,75.37
2010,10,4,1.3737,0.9701,0.97905,1.3371,9.18975,1.6297,1.58145,0.7409,0.9737,6.6904,83.465,1275.3,75.405
2010,10,5,1.37565,0.96935,0.9809,1.3326,9.2044,1.63535,1.58565,0.74335,0.9685,6.6913,83.375,1291.85,76.555
2010,10,6,1.38865,0.97425,0.9867,1.33835,9.2914,1.63055,1.5892,0.7506,0.9638,6.6919,83.075,1291.8,76.69
2010,10,7,1.3928,0.9796,0.9861,1.34205,9.3184,1.62105,1.5883,0.7519,0.9643,6.6914,82.67,1296.4,76.745
2010,10,8,1.3932,0.9832,0.98575,1.3431,9.3072,1.61845,1.59185,0.7532,0.9646,6.68125,82.13,1297.25,77.365
2010,10,11,1.3934,0.9863,0.98805,1.3413,9.29345,1.61375,1.5921,0.75345,0.964,6.67,82.075,1297.05,77.935
2010,10,12,1.38995,0.98465,0.98825,1.33525,9.2717,1.60885,1.58435,0.75325,0.9616,6.6709,82.06,1308.95,77.9
2010,10,13,1.3939,0.98805,0.99355,1.33465,9.2947,1.60375,1.58515,0.7577,0.9573,6.668,81.76,1307.5,77.785
2010,10,14,1.40195,0.99215,0.99625,1.3394,9.3322,1.60765,1.5952,0.75755,0.9564,6.6572,81.655,1312.55,78.63
2010,10,15,1.40285,0.9922,0.99315,1.34085,9.32195,1.6124,1.60005,0.75595,0.95725,6.64595,81.53,1316.85,79.045
2010,10,18,1.39625,0.9902,0.98535,1.33795,9.27155,1.6097,1.5943,0.75535,0.9593,6.64245,81.25,1325.9,79.015
2010,10,19,1.3843,0.9794,0.9759,1.3354,9.1972,1.61355,1.5806,0.75035,0.9657,6.64415,81.32,1342.75,78.805
2010,10,20,1.3849,0.978,0.97375,1.3382,9.20735,1.6123,1.57705,0.7486,0.9669,6.64865,81.285,1340.9,78.335
2010,10,21,1.394,0.982,0.97665,1.34505,9.27185,1.6059,1.5774,0.7501,0.9651,6.65135,81.19,1338.85,78.76
2010,10,22,1.3938,0.98035,0.97465,1.3545,9.27415,1.60085,1.56985,0.7466,0.97285,6.6549,81.315,1350,78.835
2010,10,25,1.3962,0.98795,0.97815,1.35975,9.29545,1.58885,1.5701,0.74995,0.9756,6.65725,81.06,1346.3,78.075
2010,10,26,1.39135,0.98815,0.97895,1.3597,9.2669,1.59755,1.57885,0.74975,0.9791,6.65985,81.115,1362.95,78.02
2010,10,27,1.3814,0.9792,0.9749,1.36355,9.2153,1.61445,1.58115,0.7479,0.9871,6.6714,81.5,1374.75,78.435
2010,10,28,1.38465,0.97555,0.97625,1.3665,9.25555,1.62515,1.58595,0.7512,0.9868,6.6835,81.26,1375.15,78.79
2010,10,29,1.39385,0.98065,0.98065,1.3692,9.30815,1.63025,1.5989,0.7604,0.9833,6.6787,80.665,1364.6,78.52
2010,11,1,1.3927,0.98605,0.9829,1.3746,9.3044,1.62645,1.6042,0.7664,0.9871,6.68185,80.47,1350.95,79.825
2010,11,2,1.39685,0.9935,0.988,1.3755,9.33545,1.61465,1.6043,0.7689,0.9858,6.68575,80.63,1339.65,81.55
2010,11,3,1.40915,1.0024,0.9931,1.37345,9.40775,1.603,1.60715,0.7787,0.976,6.67765,80.875,1334.45,82.98
2010,11,4,1.41695,1.01005,0.99635,1.36735,9.449,1.60205,1.6186,0.7905,0.96525,6.6691,80.93,1325.55,83.545
2010,11,5,1.4125,1.01535,0.9985,1.35575,9.40425,1.59745,1.6225,0.79505,0.9601,6.6585,81.03,1335.95,84.015
2010,11,8,1.3986,1.01405,0.99825,1.3485,9.32605,1.594,1.61675,0.7893,0.9639,6.6691,81.135,1339.6,84.92
2010,11,9,1.38495,1.00805,0.9947,1.3387,9.2254,1.59325,1.6062,0.7812,0.96785,6.6624,81.35,1331.6,84.365
2010,11,10,1.37805,1.0047,0.99635,1.3359,9.1463,1.59765,1.60555,0.7789,0.9696,6.63955,81.91,1335,83.53
2010,11,11,1.3721,1.0013,0.99835,1.33465,9.09535,1.60905,1.61195,0.77955,0.97355,6.6298,82.33,1348.65,84.025
